Nom de la gare;Code UIC;Code postal;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022
Fouilloy;87313841;60220;0.0;5152;5152;4677;4677;4942;4942
Frénouville - Cagny;87444182;14630;0.0;25986;25986;19170;19170;14144;14144
Gourland;87473801;22200;0.0;3317;3317;3068;3068;2554;2554
Houilles - Carrières-sur-Seine;87386409;78800;0.0;18250565;18250565;16550470;16550470;15852935;15852935
Hyères;87755629;83400;0.06999999999999997;765868;823514;677310;728290;650137;699072
Issou - Porcheville;87381574;78440;0.0;340639;340639;308645;308645;322803;322803
La Ferté-Milon;87116673;2460;0.0;137068;137068;127956;127956;133587;133587
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;87765479;84800;0.07000000000000006;180458;194041;170575;183414;171167;184050
Livry-sur-Seine;87682401;77000;0.0;167000;167000;151423;151423;92740;92740
La Gorp;87584755;33380;0.0;153535;153535;162524;162524;148282;148282
Le Burg;87594614;19240;0.0;3265;3265;2180;2180;806;806
Velars-sur-Ouche;87712331;21370;0.0;8005;8005;6601;6601;4373;4373
Mesvres;87694158;71190;0.0;1632;1632;928;928;4257;4257
Mitry - Claye;87271528;77290;0.0;3540346;3540346;3208981;3208981;2580330;2580330
Vitry-le-François;87174276;51300;0.13;243720;280138;241108;277135;193983;222969
Montluçon;87641001;3100;0.2;268492;335616;250470;313087;268390;335487
Morez;87715441;39400;0.0;47509;47509;38671;38671;37290;37290
Moustéru;87473512;22200;0.0;967;967;984;984;996;996
Mulhouse;87182063;68100;0.24;5702065;7502718;5637668;7417984;5056324;6653057
Neuvic;87595272;24190;0.0;55571;55571;52732;52732;47633;47633
Nomain;87286609;59310;0.0;1622;1622;2100;2100;1614;1614
Nouan-le-Fuzelier;87543157;41600;0.0;44704;44704;39796;39796;40834;40834
Nozières - Brignon;87775353;30190;0.0;17407;17407;18970;18970;20804;20804
Oullins;87722207;69600;0.2;202607;253258;186040;232550;190323;237903
Pas des Lanciers;87753285;13700;0.0;122079;122079;114722;114722;115423;115423
Peille;87756791;6440;0.0;13588;13588;17162;17162;17444;17444
Pontarlier;87715003;25300;0.1999999999999999;202187;252734;180138;225172;257295;321619
Pontrieux;87473843;22260;0.0;8604;8604;7798;7798;6641;6641
Pont-sur-Yonne;87683136;14130;0.0;124592;124592;123542;123542;121012;121012
Provenchères-sur-Fave;87144345;88490;0.0;3204;3204;6877;6877;3317;3317
Pruniers-en-Sologne;87576199;41200;0.0;4304;4304;7181;7181;8571;8571
Remoulins;87775395;30210;0.0;284;284;628;628;762;762
Renescure;87281451;59173;0.0;13952;13952;14902;14902;16953;16953
Reuilly;87597039;36260;0.0;29397;29397;30196;30196;33387;33387
Rezé Pont Rousseau;87481036;44400;0.2;206368;257961;213334;266668;183745;229682
Ronchin;87286534;59790;0.0;76461;76461;65916;65916;60809;60809
Rouffach;87182337;68250;0.2;316012;395015;317532;396915;238593;298242
Saint-André-de-Corcy;87723734;1390;0.1999999999999999;297521;371901;272654;340817;252233;315291
Saint-André-lez-Lille;87286195;59350;0.0;29626;29626;23034;23034;21166;21166
Saint-Armel;87471318;35230;0.0;13231;13231;11929;11929;9486;9486
Saint-Aulaire;87594622;19130;0.0;6810;6810;5519;5519;5077;5077
Saint-Chamas;87753202;13250;0.0;101409;101409;86118;86118;83403;83403
Saint-Cyprien;87595777;24220;0.0;17908;17908;15474;15474;14472;14472
Saint-Cyr-l'École;87393223;78210;0.0;6774075;6774075;5923522;5923522;4334034;4334034
Sainte-Pazanne;87481226;44680;0.2;214484;268105;223977;279971;196087;245109
Saint-Étienne-du-Rouvray;87411215;76800;0.0;39456;39456;44231;44231;30672;30672
Saint-Hilaire - Saint-Nazaire;87761684;38330;0.0;110057;110057;96987;96987;92489;92489
Saint-Jean-de-Losne;87713651;21170;0.0;59595;59595;60599;60599;65862;65862
Saint-Marcel;87751701;13011;0.0;32632;32632;30282;30282;33614;33614
Saint-Nazaire;87481705;44600;0.2;1371500;1714375;1254867;1568584;1128848;1411060
Saint-Pé-de-Bigorre;87671362;65270;0.0;308;308;134;134;93;93
Saint-Pierre-d'Albigny;87741223;73250;0.0;172253;172253;158352;158352;141639;141639
Saint-Pierre-sur-Dives;87444216;14170;0.0;75554;75554;74754;74754;64822;64822
Salomé;87342451;59496;0.0;16011;16011;10781;10781;10248;10248
Sens;87683003;89100;0.2;1311843;1639803;1300816;1626021;1255039;1568798
Servon-sur-Vilaine;87471532;35530;0.0;214051;214051;193883;193883;164831;164831
Sévérac-d'Aveyron;87783365;12150;0.0;9444;9444;10098;10098;11788;11788
Tarascon-sur-Ariège;87611590;9400;0.0;96379;96379;97437;97437;75613;75613
Tenay - Hauteville;87743757;1970;0.0;50530;50530;44639;44639;39904;39904
Tonneins;87586651;47400;0.1999999999999999;260616;325770;234949;293686;210124;262656
Troyes;87118000;10014;0.29;1447394;2038584;1335303;1880709;1123886;1582939
Valdieu;87181081;68210;0.0;0;0;0;0;0;0
Varennes-sur-Fouzon;87576231;36210;0.0;6708;6708;4971;4971;5070;5070
Vendôme;87574558;41100;0.0;133974;133974;118004;118004;105704;105704
Vergèze - Codognan;87775114;30310;0.1999999999999999;464758;580948;456695;570869;401842;502302
Versailles Château Rive Gauche;87393157;78000;0.0;6800688;6800688;6166920;6166920;5795124;5795124
Villereversure;87743328;1250;0.0;5215;5215;5776;5776;4611;4611
Villers-Cotterêts;87271734;2600;0.2;448375;560469;408057;510071;397951;497439
Villers-sur-Mer;87444398;14640;0.0;7353;7353;7083;7083;6722;6722
Vinça;87784611;66320;0.0;5171;5171;8487;8487;6137;6137
Waligator Parc;87191098;57433;0.0;8527;8527;7044;7044;8555;8555
Aime - La Plagne;87741769;73210;0.0;137211;137211;123261;123261;126465;126465
Allée Royale;87710913;78210;0.0;50743;50743;46010;46010;21783;21783
Aubiat;87734111;63260;0.0;8533;8533;8171;8171;7790;7790
Avesnelles;87295725;59440;0.0;2196;2196;3358;3358;4532;4532
Balbigny;87726869;42510;0.0;98551;98551;85385;85385;85385;85385
Ballan-Miré;87571604;37510;0.0;40844;40844;37300;37300;39095;39095
Beaucaire;87775023;30300;0.0;84064;84064;56589;56589;47307;47307
Beynost;87723544;1700;0.01000000000000009;294449;297423;267635;270339;244377;246845
Biache-Saint-Vaast;87342097;62118;0.0;79041;79041;69391;69391;63288;63288
Blonville-sur-Mer - Benerville;87444380;14910;0.0;3177;3177;2996;2996;2498;2498
Brandérion;87476242;56700;0.0;18657;18657;15066;15066;11356;11356
Brax - Léguevin;87611822;31490;0.1999999999999999;199193;248992;218967;273709;183031;228789
Bréval;87381624;78980;0.0;362272;362272;328513;328513;308723;308723
Brimeux;87317180;62170;0.0;4683;4683;3722;3722;2929;2929
Briouze;87448084;61220;0.0;45439;45439;57305;57305;54629;54629
Carmaux;87615625;81400;0.0;137475;137475;140409;140409;118263;118263
Carnoët - Locarn;87473561;22160;0.0;3015;3015;3913;3913;4753;4753
Casino Lacroix Laval;87208553;69260;0.0;24956;24956;20079;20079;20337;20337
Caussade;87613356;82300;0.0;182137;182137;186977;186977;155774;155774
Château-du-Loir;87396606;72500;0.0;155829;155829;149322;149322;141544;141544
Châteaudun;87545756;28200;0.2;263411;329264;209757;262197;180998;226248
Chaville Rive Gauche;87393207;92370;0.0;1199547;1199547;1088062;1088062;769094;769094
Clamecy;87696807;58500;0.0;42824;42824;40284;40284;37889;37889
Courcelles-sur-Nied;87192211;57530;0.0;36803;36803;35081;35081;24671;24671
Cransac;87613232;12110;0.0;4301;4301;5436;5436;4989;4989
Croix - Wasquehal;87286716;59170;0.0;5990;5990;4507;4507;4628;4628
Cuers - Pierrefeu;87755355;83390;0.0;145776;145776;124755;124755;105189;105189
Daours;87315044;80800;0.0;33652;33652;33546;33546;31621;31621
Denain;87343459;59220;0.0;24409;24409;21034;21034;18097;18097
Dijon Porte Neuve;87713008;21000;0.0;118604;118604;97491;97491;106372;106372
Embrun;87763466;5200;0.0;136541;136541;123315;123315;108682;108682
Épanvilliers;87575357;86510;0.0;1283;1283;1220;1220;1450;1450
Épinay-sur-Orge;87545228;91360;0.0;4036796;4036796;2380315;2380315;2236797;2236797
Escaudœuvres;87345496;59161;0.0;2353;2353;2102;2102;804;804
Étalans;87718536;25580;0.0;38103;38103;49647;49647;60802;60802
Fontainebleau - Avon;87682211;77210;0.0;4848120;4848120;4395905;4395905;3194698;3194698
Gironde-sur-Dropt;87582858;33190;0.0;7529;7529;7027;7027;4333;4333
Gramat;87613059;46500;0.0;23867;23867;24194;24194;20641;20641
Grésy-sur-Isère;87741611;73460;0.0;16740;16740;14177;14177;12966;12966
Halsou - Larressore;87673640;64480;0.0;7357;7357;8190;8190;6740;6740
Haluchère Batignolles;87590331;44300;0.0;133201;133201;125764;125764;107739;107739
Hellemmes;87286062;59260;0.0;262;262;400;400;1231;1231
Isles - Armentières - Congis;87116616;77440;0.0;108253;108253;97916;97916;85504;85504
Issoire;87734202;63500;0.12;585807;665689;552083;627368;501158;569497
Iteuil;87577403;86240;0.0;21999;21999;18291;18291;14456;14456
Joigny-sur-Meuse;87172031;8700;0.0;13128;13128;13652;13652;11957;11957
Joué-lès-Tours;87571885;37300;0.0;65666;65666;62174;62174;60999;60999
La Chaussée-Saint-Victor;87574251;41260;0.0;1525;1525;995;995;1511;1511
La Clayette - Baudemont;87694737;71800;0.0;42507;42507;37704;37704;36569;36569
La Coquille;87592501;24450;0.0;21682;21682;18053;18053;17333;17333
La Jonchère-Saint-Maurice;87592337;87340;0.0;17523;17523;17573;17573;16469;16469
La Mothe-Saint-Héray;87485508;79800;0.0;7629;7629;3910;3910;3675;3675
La Roche-sur-Foron;87746305;74800;0.2;672835;841044;612130;765163;547357;684196
La Tricherie;87575183;86490;0.0;33073;33073;27027;27027;25506;25506
Lavaveix-les-Mines;87597781;23150;0.0;716;716;303;303;53;53
Le Grand Jardin;87444323;14190;0.0;8315;8315;8730;8730;8324;8324
Le Pouliguen;87481762;44510;0.0;125948;125948;115430;115430;108811;108811
Le Trayas;87757575;83530;0.0;15847;15847;14088;14088;12545;12545
Le Tréport - Mers-les-Bains;87317529;76470;0.0;86872;86872;79592;79592;55023;55023
Les Ardoines;87492108;94400;0.0;2509865;2509865;2276058;2276058;2139277;2139277
Les Bons Pères;87297515;59131;0.0;1212;1212;1318;1318;554;554
Les Noues;87276238;95190;0.0;1802658;1802658;1282751;1282751;1205683;1205683
Les Salelles;87783514;48230;0.0;58;58;32;32;33;33
Les Saules;87546226;94310;0.0;1208869;1208869;1096211;1096211;1030114;1030114
Lisieux;87444265;14100;0.1999999999999999;1232672;1540840;1276683;1595854;1204622;1505778
Longjumeau;87393611;91160;0.0;596379;596379;422086;422086;396645;396645
Lorraine TGV;87142109;57420;0.4;448666;747776;493670;822784;458149;763582
Luant;87597096;36350;0.0;1792;1792;1743;1743;1741;1741
Lus-la-Croix-Haute;87747667;26620;0.0;8009;8009;5944;5944;552;552
Margaux;87581215;33460;0.0;63365;63365;62428;62428;47532;47532
Marles-en-Brie;87116228;77610;0.0;390782;390782;354331;354331;347570;347570
Melun;87682005;77000;0.0;17067994;17067994;14727713;14727713;13065160;13065160
Ménil Flin;87141390;54200;0.0;2140;2140;2760;2760;1946;1946
Merxheim;87182725;68500;0.0;82580;82580;78126;78126;60453;60453
Meursault;87713560;21190;0.0;26122;26122;20591;20591;16073;16073
Miribel;87723528;1700;0.05000000000000012;343923;362024;320358;337219;301557;317429
Monaco - Monte-Carlo;87756403;98000;0.0;9224149;9224149;8153686;8153686;6560913;6560913
Montauban Ville Bourbon;87611244;82000;0.2;1481751;1852189;1524100;1905125;1383328;1729160
Montgeron - Crosne;87682104;91230;0.0;3933989;3933989;3581486;3581486;3365599;3365599
Montigny-sur-Loing;87684100;77690;0.0;303823;303823;275759;275759;177306;177306
Mulhouse Zu Rhein Tram-Train;87472639;68200;0.0;0;0;0;0;0;0
Ogeu-les-Bains;87672709;64680;0.0;14763;14763;12937;12937;11587;11587
Ollioules - Sanary-sur-Mer;87755231;83190;0.1999999999999999;475937;594921;430331;537914;399110;498888
Orgerus - Béhoust;87393447;78910;0.0;289784;289784;263640;263640;184840;184840
Osny;87381145;95520;0.0;539261;539261;488469;488469;493755;493755
Ossun;87671313;65380;0.0;2;2;51;51;151;151
Pointe de Grave;87581397;33780;0.0;2558;2558;2435;2435;1700;1700
Pont de Dore;87734459;63920;0.0;53118;53118;49577;49577;49245;49245
Pont de Sallaumines;87345124;62430;0.0;2958;2958;3646;3646;3238;3238
Pont du Garigliano - Hôpital Européen Georges Pompidou;87393322;75015;0.0;2581658;2581658;2341066;2341066;2199909;2199909
Pouilly-sur-Loire;87696179;58150;0.0;17547;17547;14032;14032;12471;12471
Quincieux;87721290;69650;0.0;104030;104030;94607;94607;91158;91158
Raismes;87343319;59590;0.0;32081;32081;31894;31894;28550;28550
Rennes;87471003;35005;0.2500000000000001;15689647;20919530;15169003;20225337;13921836;18562448
Rolleville;87413740;76133;0.0;333;333;375;375;329;329
Romans - Bourg-de-Péage;87761650;26300;0.2;518190;647738;449379;561724;425426;531782
Rosult;87286567;59230;0.0;89723;89723;74691;74691;64374;64374
Rozières-sur-Mouzon;87144311;88320;0.0;755;755;357;357;15;15
Saint-Chély-d'Apcher;87783241;48200;0.0;94347;94347;89724;89724;70962;70962
Saintes;87491001;17100;0.2;801302;1001628;739640;924551;715225;894032
Saint-Pol-de-Léon;87474569;29250;0.0;2869;2869;2169;2169;1595;1595
Saint-Saviol;87575365;86400;0.0;50595;50595;42394;42394;37650;37650
Saint-Sulpice - Auteuil;87313684;60430;0.0;164787;164787;152935;152935;126642;126642
Sauto;87784777;66210;0.0;260;260;229;229;199;199
Servoz;87746719;74310;0.0;15645;15645;14930;14930;13058;13058
Sèvres - Ville-d'Avray;87382341;92310;0.0;3004507;3004507;2541794;2541794;2602668;2602668
Seyssel - Corbonod;87745828;1420;0.0;97817;97817;85349;85349;77257;77257
Suresnes Mont Valérien;87382374;92150;0.0;3743887;3743887;3452413;3452413;3503155;3503155
Talence Médoquine;87581504;33400;0.0;0;0;0;0;0;0
Teting-sur-Nied;87193342;57114;0.0;1774;1774;2223;2223;2514;2514
Thann Centre;87472605;68800;0.0;74166;74166;60669;60669;44853;44853
Tronsanges;87696203;58400;0.0;2821;2821;2946;2946;3865;3865
Tullins Fures;87761759;38210;0.2;444167;555209;390250;487813;398404;498005
Vernaison;87722264;69390;0.0;101168;101168;102628;102628;94268;94268
Vertou;87481408;44120;0.0;110962;110962;109672;109672;93709;93709
Vervins;87296129;2140;0.0;65359;65359;82376;82376;68497;68497
Viaduc Sainte-Marie;87746735;74310;0.0;1862;1862;1272;1272;1186;1186
Vichy;87732008;3200;0.15;1493202;1756709;1416586;1666572;1358031;1597683
Villedieu-les-Poêles;87447698;50800;0.0;112032;112032;112813;112813;94601;94601
Vincelles;87683631;89290;0.0;6324;6324;6132;6132;4959;4959
Vis à Marles;87342535;62156;0.0;31080;31080;21418;21418;17063;17063
Vittel;87144279;88800;0.0;74630;74630;80786;80786;75092;75092
Volvic;87641423;63530;0.0;21395;21395;18958;18958;14953;14953
Voves;87545707;28150;0.0;53719;53719;54012;54012;48557;48557
Wattignies - Templemars;87286526;59680;0.0;60938;60938;58212;58212;53660;53660
Yerres;87682112;91330;0.0;3956561;3956561;3978128;3978128;3738278;3738278
Aéroport Charles de Gaulle 2 TGV;87271494;93290;0.01136363636363636;17166603;17229762;15394518;15449822;12949183;12999716
Alet-les-Bains;87615187;11580;0.0;90;90;76;76;266;266
Cinq-Mars-la-Pile;87571836;37130;0.1999999999999999;186647;233309;176011;220014;183608;229510
Assat;87672162;64510;0.0;2681;2681;1503;1503;475;475
Audun-le-Roman;87194357;54560;0.0;5167;5167;7728;7728;5238;5238
Cormeilles-en-Parisis;87381863;95240;0.0;3994327;3994327;3621836;3621836;3618254;3618254
Courthézon;87765180;84350;0.0;38740;38740;34749;34749;33392;33392
Azerailles;87141408;54122;0.0;10004;10004;11407;11407;11158;11158
Barjac;87783563;48000;0.0;35;35;51;51;54;54
Dettwiller;87212183;67490;0.1999999999999999;151473;189342;144719;180899;135299;169124
Bas Évette;87184200;90350;0.0;14957;14957;11577;11577;11503;11503
Épinay - Villetaneuse T11;87697300;93800;0.0;4834692;4834692;0;0;0;0
Beau Marais;87317610;62100;0.0;5758;5758;3364;3364;5302;5302
Flez-Cuzy - Tannay;87696633;58190;0.0;2723;2723;3467;3467;2766;2766
Herchies;87313692;60112;0.0;10051;10051;10027;10027;6915;6915
Bersac-sur-Rivalier;87592352;87370;0.0;6212;6212;5373;5373;3437;3437
Hombourg-Haut;87193276;57470;0.0;17089;17089;15670;15670;12961;12961
Houdemont;87141473;54180;0.0;14750;14750;13353;13353;11588;11588
Bourg-en-Bresse;87743005;1000;0.2;2062701;2578376;1952521;2440652;1816923;2271153
Jarnac;87491472;16200;0.0;52635;52635;43336;43336;42501;42501
Bourron-Marlotte - Grez;87684118;77780;0.0;181674;181674;164904;164904;125252;125252
Laboissière - Le Déluge;87313676;60570;0.0;73172;73172;58907;58907;47951;47951
Lamonzie-Saint-Martin;87584243;24680;0.0;14865;14865;7468;7468;1899;1899
Bourth;87393603;27580;0.0;1;1;0;0;0;0
Le Blanc-Mesnil;87271478;93150;0.0;4984978;4984978;4520132;4520132;3347231;3347231
Brunstatt;87181032;68350;0.0;0;0;0;0;0;0
Le Puy-en-Velay;87734699;43000;0.2;324052;405066;302604;378255;288773;360966
Châteaulin;87474064;29150;0.0;74725;74725;66176;66176;55668;55668
Le Val d'Or;87382366;92210;0.0;1983495;1983495;1798685;1798685;1848826;1848826
Clermont-Ferrand;87734004;63000;0.2;4922516;6153145;4514900;5643625;4095262;5119077
Corbehem;87345116;62112;0.0;30265;30265;26133;26133;27638;27638
Crouy;87271874;2880;0.0;1360;1360;1035;1035;563;563
Dangé-Saint-Romain;87575126;86220;0.0;34472;34472;31152;31152;29629;29629
Dardilly Le Jubin;87721449;69570;0.0;27296;27296;19697;19697;29672;29672
Domfront-en-Champagne;87396200;72240;0.0;6489;6489;6164;6164;6928;6928
Les Martres-de-Veyre;87734178;63730;0.2;202952;253690;177337;221671;162477;203097
Épinay-sur-Seine;87271148;93800;0.0;6744736;6744736;6116202;6116202;5747660;5747660
Lesquin;87286849;59810;0.2;170937;213671;160619;200774;141025;176281
Faremoutiers - Pommeuse;87116277;77515;0.0;278489;278489;252513;252513;222979;222979
Limeyrat;87595553;24210;0.0;0;0;2;2;0;0
La Ferté-Saint-Aubin;87543124;45240;0.06000000000000003;241833;257269;226786;241262;216954;230802
Loches;87571471;37600;0.1999999999999999;143612;179515;149223;186528;184591;230739
La Seyne - Six-Fours;87755264;83500;0.2;388962;486203;355848;444810;348603;435754
Longueville-sur-Scie;87415141;76590;0.0;31231;31231;37046;37046;30580;30580
La Verpillière;87723395;38290;0.1999999999999999;1208654;1510818;1071453;1339316;1036063;1295079
Louhans;87713735;71500;0.0;34166;34166;32413;32413;33536;33536
Lamotte-Beuvron;87543140;41600;0.2;273566;341958;256759;320949;253528;316910
Loulay;87491290;17330;0.0;1227;1227;874;874;896;896
Langogne;87734350;48300;0.0;45254;45254;47247;47247;35739;35739
Luzarches;87276576;95270;0.0;525158;525158;476249;476249;482916;482916
Magnac - Vicq;87592279;87380;0.0;22025;22025;19854;19854;14975;14975
Malaunay - Le Houlme;87411256;76770;0.0;86100;86100;100942;100942;74523;74523
Mamirolle;87718510;25620;0.0;11897;11897;18504;18504;19006;19006
Le Raincy - Villemomble - Montfermeil;87113472;93340;0.0;7632569;7632569;6921819;6921819;6505496;6505496
Le Verdon-sur-Mer;87581389;33123;0.0;20000;20000;16700;16700;14292;14292
Les Portes de Saint-Cyr;87710921;78210;0.0;58848;58848;53359;53359;25258;25258
Limoux;87615161;11300;0.0;63875;63875;58021;58021;28250;28250
Loivre;87171728;51220;0.0;58616;58616;51678;51678;43778;43778
Longwy;87194001;54400;0.06000000000000005;550404;585536;573680;610298;468004;497877
Luxeuil-les-Bains;87185595;70300;0.0;23351;23351;20822;20822;24557;24557
Maisons-Alfort - Alfortville;87681155;94700;0.0;14504292;14504292;11974756;11974756;11252775;11252775
Mâlain;87713065;21410;0.0;66176;66176;59698;59698;62336;62336
Malause;87611871;82200;0.0;0;0;0;0;9;9
Marssac-sur-Tarn;87615419;81500;0.0;14133;14133;12690;12690;11976;11976
Mervans;87713701;71310;0.0;15893;15893;12515;12515;11555;11555
Montbizot;87396044;72380;0.0;47015;47015;39769;39769;30758;30758
Muret;87611038;31600;0.2;882910;1103638;954165;1192706;853048;1066310
Nieul;87592410;87510;0.0;5138;5138;4723;4723;3572;3572
Niversac;87595512;24330;0.0;27457;27457;19216;19216;11239;11239
Novillars;87718411;25220;0.0;6339;6339;6192;6192;6281;6281
Nuits sous Ravières;87713156;89390;0.0;46689;46689;48296;48296;43191;43191
Orchamps;87718361;39700;0.0;66549;66549;59907;59907;64574;64574
Pessac;87581751;33600;0.2;1206056;1507570;1150020;1437525;1039275;1299094
Poligny;87718189;39800;0.0;123658;123658;110532;110532;117389;117389
Pont-à-Mousson;87141820;54700;0.1899999999999999;1207366;1490575;1188177;1466886;1067490;1317890
Pougues-les-Eaux;87696211;58320;0.0;19650;19650;16282;16282;14877;14877
